from_table,from_column,to_table,to_column,relationship_type,status
fact_credit_limit_usage_daily,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_loan_application,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_loan_application,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_loan_application,loan_product_key,dim_loan_product,loan_product_key,many_to_one_optional,synthetic_candidate
fact_loan_application,loan_purpose_key,dim_loan_purpose,loan_purpose_key,many_to_one_optional,synthetic_candidate
fact_loan_application,collateral_type_key,dim_collateral_type,collateral_type_key,many_to_one_optional,synthetic_candidate
fact_loan_application,credit_rating_key,dim_credit_rating,credit_rating_key,many_to_one_optional,synthetic_candidate
fact_loan_application,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_loan_application,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_loan_application,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_payment_transaction,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_payment_transaction,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_payment_transaction,payment_type_key,dim_payment_type,payment_type_key,many_to_one_optional,synthetic_candidate
fact_payment_transaction,payment_network_key,dim_payment_network,payment_network_key,many_to_one_optional,synthetic_candidate
fact_payment_transaction,merchant_key,dim_merchant,merchant_key,many_to_one_optional,synthetic_candidate
fact_payment_transaction,channel_key,dim_channel,channel_key,many_to_one_optional,synthetic_candidate
fact_payment_transaction,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_payment_transaction,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_payment_transaction,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_payment_settlement,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_payment_settlement,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_payment_settlement,payment_type_key,dim_payment_type,payment_type_key,many_to_one_optional,synthetic_candidate
fact_payment_settlement,payment_network_key,dim_payment_network,payment_network_key,many_to_one_optional,synthetic_candidate
fact_payment_settlement,merchant_key,dim_merchant,merchant_key,many_to_one_optional,synthetic_candidate
fact_payment_settlement,channel_key,dim_channel,channel_key,many_to_one_optional,synthetic_candidate
fact_payment_settlement,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_payment_settlement,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_payment_settlement,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_payment_return,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_payment_return,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_payment_return,payment_type_key,dim_payment_type,payment_type_key,many_to_one_optional,synthetic_candidate
fact_payment_return,payment_network_key,dim_payment_network,payment_network_key,many_to_one_optional,synthetic_candidate
fact_payment_return,merchant_key,dim_merchant,merchant_key,many_to_one_optional,synthetic_candidate
fact_payment_return,channel_key,dim_channel,channel_key,many_to_one_optional,synthetic_candidate
fact_payment_return,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_payment_return,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_payment_return,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_wire_transfer,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_wire_transfer,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_wire_transfer,payment_type_key,dim_payment_type,payment_type_key,many_to_one_optional,synthetic_candidate
fact_wire_transfer,payment_network_key,dim_payment_network,payment_network_key,many_to_one_optional,synthetic_candidate
fact_wire_transfer,merchant_key,dim_merchant,merchant_key,many_to_one_optional,synthetic_candidate
fact_wire_transfer,channel_key,dim_channel,channel_key,many_to_one_optional,synthetic_candidate
fact_wire_transfer,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_wire_transfer,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_wire_transfer,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_direct_debit,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_direct_debit,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_direct_debit,payment_type_key,dim_payment_type,payment_type_key,many_to_one_optional,synthetic_candidate
fact_direct_debit,payment_network_key,dim_payment_network,payment_network_key,many_to_one_optional,synthetic_candidate
fact_direct_debit,merchant_key,dim_merchant,merchant_key,many_to_one_optional,synthetic_candidate
fact_direct_debit,channel_key,dim_channel,channel_key,many_to_one_optional,synthetic_candidate
fact_direct_debit,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_direct_debit,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_direct_debit,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_standing_order_execution,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_standing_order_execution,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_standing_order_execution,payment_type_key,dim_payment_type,payment_type_key,many_to_one_optional,synthetic_candidate
fact_standing_order_execution,payment_network_key,dim_payment_network,payment_network_key,many_to_one_optional,synthetic_candidate
fact_standing_order_execution,merchant_key,dim_merchant,merchant_key,many_to_one_optional,synthetic_candidate
fact_standing_order_execution,channel_key,dim_channel,channel_key,many_to_one_optional,synthetic_candidate
fact_standing_order_execution,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_standing_order_execution,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_standing_order_execution,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_atm_transaction,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_atm_transaction,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_atm_transaction,payment_type_key,dim_payment_type,payment_type_key,many_to_one_optional,synthetic_candidate
fact_atm_transaction,payment_network_key,dim_payment_network,payment_network_key,many_to_one_optional,synthetic_candidate
fact_atm_transaction,merchant_key,dim_merchant,merchant_key,many_to_one_optional,synthetic_candidate
fact_atm_transaction,channel_key,dim_channel,channel_key,many_to_one_optional,synthetic_candidate
fact_atm_transaction,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_atm_transaction,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_atm_transaction,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_card_authorization,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_card_authorization,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_card_authorization,payment_type_key,dim_payment_type,payment_type_key,many_to_one_optional,synthetic_candidate
fact_card_authorization,payment_network_key,dim_payment_network,payment_network_key,many_to_one_optional,synthetic_candidate
fact_card_authorization,merchant_key,dim_merchant,merchant_key,many_to_one_optional,synthetic_candidate
fact_card_authorization,channel_key,dim_channel,channel_key,many_to_one_optional,synthetic_candidate
fact_card_authorization,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_card_authorization,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_card_authorization,card_product_key,dim_card_product,card_product_key,many_to_one_optional,synthetic_candidate
fact_card_authorization,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_card_clearing,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_card_clearing,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_card_clearing,payment_type_key,dim_payment_type,payment_type_key,many_to_one_optional,synthetic_candidate
fact_card_clearing,payment_network_key,dim_payment_network,payment_network_key,many_to_one_optional,synthetic_candidate
fact_card_clearing,merchant_key,dim_merchant,merchant_key,many_to_one_optional,synthetic_candidate
fact_card_clearing,channel_key,dim_channel,channel_key,many_to_one_optional,synthetic_candidate
fact_card_clearing,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_card_clearing,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_card_clearing,card_product_key,dim_card_product,card_product_key,many_to_one_optional,synthetic_candidate
fact_card_clearing,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_card_balance_daily,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_card_balance_daily,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_card_balance_daily,card_product_key,dim_card_product,card_product_key,many_to_one_optional,synthetic_candidate
fact_card_balance_daily,card_status_key,dim_card_status,card_status_key,many_to_one_optional,synthetic_candidate
fact_card_balance_daily,merchant_key,dim_merchant,merchant_key,many_to_one_optional,synthetic_candidate
fact_card_balance_daily,merchant_category_key,dim_merchant_category,merchant_category_key,many_to_one_optional,synthetic_candidate
fact_card_balance_daily,channel_key,dim_channel,channel_key,many_to_one_optional,synthetic_candidate
fact_card_balance_daily,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_card_balance_daily,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_card_fee,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_card_fee,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_card_fee,card_product_key,dim_card_product,card_product_key,many_to_one_optional,synthetic_candidate
fact_card_fee,card_status_key,dim_card_status,card_status_key,many_to_one_optional,synthetic_candidate
fact_card_fee,merchant_key,dim_merchant,merchant_key,many_to_one_optional,synthetic_candidate
fact_card_fee,merchant_category_key,dim_merchant_category,merchant_category_key,many_to_one_optional,synthetic_candidate
fact_card_fee,channel_key,dim_channel,channel_key,many_to_one_optional,synthetic_candidate
fact_card_fee,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_card_fee,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_card_dispute,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_card_dispute,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_card_dispute,card_product_key,dim_card_product,card_product_key,many_to_one_optional,synthetic_candidate
fact_card_dispute,card_status_key,dim_card_status,card_status_key,many_to_one_optional,synthetic_candidate
fact_card_dispute,merchant_key,dim_merchant,merchant_key,many_to_one_optional,synthetic_candidate
fact_card_dispute,merchant_category_key,dim_merchant_category,merchant_category_key,many_to_one_optional,synthetic_candidate
fact_card_dispute,channel_key,dim_channel,channel_key,many_to_one_optional,synthetic_candidate
fact_card_dispute,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_card_dispute,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_card_chargeback,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_card_chargeback,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_card_chargeback,card_product_key,dim_card_product,card_product_key,many_to_one_optional,synthetic_candidate
fact_card_chargeback,card_status_key,dim_card_status,card_status_key,many_to_one_optional,synthetic_candidate
fact_card_chargeback,merchant_key,dim_merchant,merchant_key,many_to_one_optional,synthetic_candidate
fact_card_chargeback,merchant_category_key,dim_merchant_category,merchant_category_key,many_to_one_optional,synthetic_candidate
fact_card_chargeback,channel_key,dim_channel,channel_key,many_to_one_optional,synthetic_candidate
fact_card_chargeback,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_card_chargeback,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_card_reward_earning,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_card_reward_earning,account_key,dim_account,account_key,many_to_one_optional,synthetic_candidate
fact_card_reward_earning,card_product_key,dim_card_product,card_product_key,many_to_one_optional,synthetic_candidate
fact_card_reward_earning,card_status_key,dim_card_status,card_status_key,many_to_one_optional,synthetic_candidate
fact_card_reward_earning,merchant_key,dim_merchant,merchant_key,many_to_one_optional,synthetic_candidate
fact_card_reward_earning,merchant_category_key,dim_merchant_category,merchant_category_key,many_to_one_optional,synthetic_candidate
fact_card_reward_earning,channel_key,dim_channel,channel_key,many_to_one_optional,synthetic_candidate
fact_card_reward_earning,currency_key,dim_currency,currency_key,many_to_one_optional,synthetic_candidate
fact_card_reward_earning,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_customer_interaction,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_customer_interaction,channel_key,dim_channel,channel_key,many_to_one_optional,synthetic_candidate
fact_customer_interaction,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_customer_interaction,employee_key,dim_employee,employee_key,many_to_one_optional,synthetic_candidate
fact_customer_interaction,product_key,dim_product,product_key,many_to_one_optional,synthetic_candidate
fact_customer_interaction,complaint_category_key,dim_complaint_category,complaint_category_key,many_to_one_optional,synthetic_candidate
fact_customer_interaction,business_date_key,dim_date,date_key,many_to_one_required,synthetic_candidate
fact_customer_campaign_response,customer_key,dim_customer,customer_key,many_to_one_optional,synthetic_candidate
fact_customer_campaign_response,channel_key,dim_channel,channel_key,many_to_one_optional,synthetic_candidate
fact_customer_campaign_response,branch_key,dim_branch,branch_key,many_to_one_optional,synthetic_candidate
fact_customer_campaign_response,employee_key,dim_employee,employee_key,many_to_one_optional,synthetic_candidate
