schema_name,table_name,table_type,domain,ordinal_position,column_name,data_type,nullable,description,design_origin,is_primary_key
bank_dwh,dim_time,dimension,conformed,12,time_bucket_hour_code,VARCHAR(50),False,Time attribute: time bucket hour code.,calendar,False
bank_dwh,dim_time,dimension,conformed,13,business_period_code,VARCHAR(50),False,Time attribute: business period code.,calendar,False
bank_dwh,dim_time,dimension,conformed,14,is_business_hours,BOOLEAN,False,Time attribute: is business hours.,calendar,False
bank_dwh,dim_time,dimension,conformed,15,is_market_open,BOOLEAN,False,Time attribute: is market open.,calendar,False
bank_dwh,dim_time,dimension,conformed,16,is_cutoff_time,BOOLEAN,False,Time attribute: is cutoff time.,calendar,False
bank_dwh,dim_time,dimension,conformed,17,utc_offset_minutes,VARCHAR(120),False,Time attribute: utc offset minutes.,calendar,False
bank_dwh,dim_time,dimension,conformed,18,timezone_code,VARCHAR(50),False,Time attribute: timezone code.,calendar,False
bank_dwh,dim_time,dimension,conformed,19,local_time_label,VARCHAR(200),False,Time attribute: local time label.,calendar,False
bank_dwh,dim_time,dimension,conformed,20,time_sort_order,VARCHAR(120),False,Time attribute: time sort order.,calendar,False
bank_dwh,dim_time,dimension,conformed,21,market_session_code,VARCHAR(50),False,Time attribute: market session code.,calendar,False
bank_dwh,dim_time,dimension,conformed,22,shift_code,VARCHAR(50),False,Time attribute: shift code.,calendar,False
bank_dwh,dim_time,dimension,conformed,23,processing_window_code,VARCHAR(50),False,Time attribute: processing window code.,calendar,False
bank_dwh,dim_time,dimension,conformed,24,settlement_window_code,VARCHAR(50),False,Time attribute: settlement window code.,calendar,False
bank_dwh,dim_customer,dimension,conformed,1,customer_key,BIGINT,False,Synthetic surrogate key for dim_customer.,structural,True
bank_dwh,dim_customer,dimension,conformed,2,business_id,VARCHAR(100),False,Business id for this customer member.,structural,False
bank_dwh,dim_customer,dimension,conformed,3,business_code,VARCHAR(50),True,Business code for this customer member.,structural,False
bank_dwh,dim_customer,dimension,conformed,4,display_name,VARCHAR(200),True,Display name for this customer member.,structural,False
bank_dwh,dim_customer,dimension,conformed,5,description,VARCHAR(120),True,Description for this customer member.,structural,False
bank_dwh,dim_customer,dimension,conformed,6,effective_from_date,DATE,False,Effective from date for this customer member.,structural,False
bank_dwh,dim_customer,dimension,conformed,7,effective_to_date,DATE,True,Effective to date for this customer member.,structural,False
bank_dwh,dim_customer,dimension,conformed,8,is_current,BOOLEAN,False,Is current for this customer member.,structural,False
bank_dwh,dim_customer,dimension,conformed,9,is_active,BOOLEAN,True,Is active for this customer member.,structural,False
bank_dwh,dim_customer,dimension,conformed,10,source_system_code,VARCHAR(50),True,Source system code for this customer member.,structural,False
bank_dwh,dim_customer,dimension,conformed,11,source_record_id,VARCHAR(100),True,Source record id for this customer member.,structural,False
bank_dwh,dim_customer,dimension,conformed,12,ingested_at,TIMESTAMPTZ,True,Ingested at for this customer member.,structural,False
bank_dwh,dim_customer,dimension,conformed,13,updated_at,TIMESTAMPTZ,True,Updated at for this customer member.,structural,False
bank_dwh,dim_customer,dimension,conformed,14,record_hash,VARCHAR(100),True,Record hash for this customer member.,structural,False
bank_dwh,dim_customer,dimension,conformed,15,data_quality_status_code,VARCHAR(50),True,Data quality status code for this customer member.,structural,False
bank_dwh,dim_customer,dimension,conformed,16,data_owner_code,VARCHAR(50),True,Data owner code for this customer member.,structural,False
bank_dwh,dim_customer,dimension,conformed,17,version_number,BIGINT,True,Version number for this customer member.,structural,False
bank_dwh,dim_customer,dimension,conformed,18,legal_name,VARCHAR(200),True,Synthetic legal name attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,19,given_name,VARCHAR(200),True,Synthetic given name attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,20,family_name,VARCHAR(200),True,Synthetic family name attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,21,preferred_name,VARCHAR(200),True,Synthetic preferred name attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,22,birth_date,DATE,True,Synthetic birth date attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,23,incorporation_date,DATE,True,Synthetic incorporation date attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,24,national_id_hash,VARCHAR(100),True,Synthetic national id hash attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,25,tax_id_hash,VARCHAR(100),True,Synthetic tax id hash attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,26,customer_segment_code,VARCHAR(50),True,Synthetic customer segment code attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,27,customer_subsegment_code,VARCHAR(50),True,Synthetic customer subsegment code attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,28,relationship_manager_id,VARCHAR(100),True,Synthetic relationship manager id attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,29,residence_country_code,VARCHAR(50),True,Synthetic residence country code attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,30,tax_residency_country_code,VARCHAR(50),True,Synthetic tax residency country code attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,31,city_name,VARCHAR(200),True,Synthetic city name attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,32,postal_code,VARCHAR(50),True,Synthetic postal code attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,33,address_line_1,VARCHAR(120),True,Synthetic address line 1 attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,34,address_line_2,VARCHAR(120),True,Synthetic address line 2 attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,35,email_hash,VARCHAR(100),True,Synthetic email hash attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,36,phone_hash,VARCHAR(100),True,Synthetic phone hash attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,37,occupation_code,VARCHAR(50),True,Synthetic occupation code attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,38,industry_code,VARCHAR(50),True,Synthetic industry code attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,39,employer_name,VARCHAR(200),True,Synthetic employer name attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,40,kyc_status_code,VARCHAR(50),True,Synthetic kyc status code attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,41,kyc_review_date,DATE,True,Synthetic kyc review date attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,42,pep_status_code,VARCHAR(50),True,Synthetic pep status code attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,43,sanctions_status_code,VARCHAR(50),True,Synthetic sanctions status code attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,44,risk_band_code,VARCHAR(50),True,Synthetic risk band code attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,45,onboarding_date,DATE,True,Synthetic onboarding date attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,46,closure_date,DATE,True,Synthetic closure date attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,47,preferred_language_code,VARCHAR(50),True,Synthetic preferred language code attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,48,preferred_contact_channel_code,VARCHAR(50),True,Synthetic preferred contact channel code attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,49,marketing_consent_flag,BOOLEAN,True,Synthetic marketing consent flag attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,50,privacy_consent_flag,BOOLEAN,True,Synthetic privacy consent flag attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,51,household_size_count,BIGINT,True,Synthetic household size count attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,52,annual_income_amount,"NUMERIC(20,4)",True,Synthetic annual income amount attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,53,estimated_assets_amount,"NUMERIC(20,4)",True,Synthetic estimated assets amount attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,54,source_of_wealth_code,VARCHAR(50),True,Synthetic source of wealth code attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,55,customer_since_date,DATE,True,Synthetic customer since date attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,56,deceased_flag,BOOLEAN,True,Synthetic deceased flag attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,57,vulnerability_code,VARCHAR(50),True,Synthetic vulnerability code attribute for customer.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,58,customer_classification_code,VARCHAR(50),True,Synthetic customer classification code.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,59,customer_status_code,VARCHAR(50),True,Synthetic customer status code.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,60,customer_risk_band_code,VARCHAR(50),True,Synthetic customer risk band code.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,61,customer_family_code,VARCHAR(50),True,Synthetic customer family code.,synthetic_extension,False
bank_dwh,dim_customer,dimension,conformed,62,customer_owner_code,VARCHAR(50),True,Synthetic customer owner code.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,1,household_key,BIGINT,False,Synthetic surrogate key for dim_household.,structural,True
bank_dwh,dim_household,dimension,conformed,2,business_id,VARCHAR(100),False,Business id for this household member.,structural,False
bank_dwh,dim_household,dimension,conformed,3,business_code,VARCHAR(50),True,Business code for this household member.,structural,False
bank_dwh,dim_household,dimension,conformed,4,display_name,VARCHAR(200),True,Display name for this household member.,structural,False
bank_dwh,dim_household,dimension,conformed,5,description,VARCHAR(120),True,Description for this household member.,structural,False
bank_dwh,dim_household,dimension,conformed,6,effective_from_date,DATE,False,Effective from date for this household member.,structural,False
bank_dwh,dim_household,dimension,conformed,7,effective_to_date,DATE,True,Effective to date for this household member.,structural,False
bank_dwh,dim_household,dimension,conformed,8,is_current,BOOLEAN,False,Is current for this household member.,structural,False
bank_dwh,dim_household,dimension,conformed,9,is_active,BOOLEAN,True,Is active for this household member.,structural,False
bank_dwh,dim_household,dimension,conformed,10,source_system_code,VARCHAR(50),True,Source system code for this household member.,structural,False
bank_dwh,dim_household,dimension,conformed,11,source_record_id,VARCHAR(100),True,Source record id for this household member.,structural,False
bank_dwh,dim_household,dimension,conformed,12,ingested_at,TIMESTAMPTZ,True,Ingested at for this household member.,structural,False
bank_dwh,dim_household,dimension,conformed,13,updated_at,TIMESTAMPTZ,True,Updated at for this household member.,structural,False
bank_dwh,dim_household,dimension,conformed,14,record_hash,VARCHAR(100),True,Record hash for this household member.,structural,False
bank_dwh,dim_household,dimension,conformed,15,data_quality_status_code,VARCHAR(50),True,Data quality status code for this household member.,structural,False
bank_dwh,dim_household,dimension,conformed,16,data_owner_code,VARCHAR(50),True,Data owner code for this household member.,structural,False
bank_dwh,dim_household,dimension,conformed,17,version_number,BIGINT,True,Version number for this household member.,structural,False
bank_dwh,dim_household,dimension,conformed,18,legal_name,VARCHAR(200),True,Synthetic legal name attribute for household.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,19,given_name,VARCHAR(200),True,Synthetic given name attribute for household.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,20,family_name,VARCHAR(200),True,Synthetic family name attribute for household.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,21,preferred_name,VARCHAR(200),True,Synthetic preferred name attribute for household.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,22,birth_date,DATE,True,Synthetic birth date attribute for household.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,23,incorporation_date,DATE,True,Synthetic incorporation date attribute for household.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,24,national_id_hash,VARCHAR(100),True,Synthetic national id hash attribute for household.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,25,tax_id_hash,VARCHAR(100),True,Synthetic tax id hash attribute for household.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,26,customer_segment_code,VARCHAR(50),True,Synthetic customer segment code attribute for household.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,27,customer_subsegment_code,VARCHAR(50),True,Synthetic customer subsegment code attribute for household.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,28,relationship_manager_id,VARCHAR(100),True,Synthetic relationship manager id attribute for household.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,29,residence_country_code,VARCHAR(50),True,Synthetic residence country code attribute for household.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,30,tax_residency_country_code,VARCHAR(50),True,Synthetic tax residency country code attribute for household.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,31,city_name,VARCHAR(200),True,Synthetic city name attribute for household.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,32,postal_code,VARCHAR(50),True,Synthetic postal code attribute for household.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,33,address_line_1,VARCHAR(120),True,Synthetic address line 1 attribute for household.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,34,address_line_2,VARCHAR(120),True,Synthetic address line 2 attribute for household.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,35,email_hash,VARCHAR(100),True,Synthetic email hash attribute for household.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,36,phone_hash,VARCHAR(100),True,Synthetic phone hash attribute for household.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,37,occupation_code,VARCHAR(50),True,Synthetic occupation code attribute for household.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,38,industry_code,VARCHAR(50),True,Synthetic industry code attribute for household.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,39,employer_name,VARCHAR(200),True,Synthetic employer name attribute for household.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,40,kyc_status_code,VARCHAR(50),True,Synthetic kyc status code attribute for household.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,41,kyc_review_date,DATE,True,Synthetic kyc review date attribute for household.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,42,pep_status_code,VARCHAR(50),True,Synthetic pep status code attribute for household.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,43,sanctions_status_code,VARCHAR(50),True,Synthetic sanctions status code attribute for household.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,44,risk_band_code,VARCHAR(50),True,Synthetic risk band code attribute for household.,synthetic_extension,False
bank_dwh,dim_household,dimension,conformed,45,onboarding_date,DATE,True,Synthetic onboarding date attribute for household.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,1,party_key,BIGINT,False,Synthetic surrogate key for dim_party.,structural,True
bank_dwh,dim_party,dimension,conformed,2,business_id,VARCHAR(100),False,Business id for this party member.,structural,False
bank_dwh,dim_party,dimension,conformed,3,business_code,VARCHAR(50),True,Business code for this party member.,structural,False
bank_dwh,dim_party,dimension,conformed,4,display_name,VARCHAR(200),True,Display name for this party member.,structural,False
bank_dwh,dim_party,dimension,conformed,5,description,VARCHAR(120),True,Description for this party member.,structural,False
bank_dwh,dim_party,dimension,conformed,6,effective_from_date,DATE,False,Effective from date for this party member.,structural,False
bank_dwh,dim_party,dimension,conformed,7,effective_to_date,DATE,True,Effective to date for this party member.,structural,False
bank_dwh,dim_party,dimension,conformed,8,is_current,BOOLEAN,False,Is current for this party member.,structural,False
bank_dwh,dim_party,dimension,conformed,9,is_active,BOOLEAN,True,Is active for this party member.,structural,False
bank_dwh,dim_party,dimension,conformed,10,source_system_code,VARCHAR(50),True,Source system code for this party member.,structural,False
bank_dwh,dim_party,dimension,conformed,11,source_record_id,VARCHAR(100),True,Source record id for this party member.,structural,False
bank_dwh,dim_party,dimension,conformed,12,ingested_at,TIMESTAMPTZ,True,Ingested at for this party member.,structural,False
bank_dwh,dim_party,dimension,conformed,13,updated_at,TIMESTAMPTZ,True,Updated at for this party member.,structural,False
bank_dwh,dim_party,dimension,conformed,14,record_hash,VARCHAR(100),True,Record hash for this party member.,structural,False
bank_dwh,dim_party,dimension,conformed,15,data_quality_status_code,VARCHAR(50),True,Data quality status code for this party member.,structural,False
bank_dwh,dim_party,dimension,conformed,16,data_owner_code,VARCHAR(50),True,Data owner code for this party member.,structural,False
bank_dwh,dim_party,dimension,conformed,17,version_number,BIGINT,True,Version number for this party member.,structural,False
bank_dwh,dim_party,dimension,conformed,18,legal_name,VARCHAR(200),True,Synthetic legal name attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,19,given_name,VARCHAR(200),True,Synthetic given name attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,20,family_name,VARCHAR(200),True,Synthetic family name attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,21,preferred_name,VARCHAR(200),True,Synthetic preferred name attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,22,birth_date,DATE,True,Synthetic birth date attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,23,incorporation_date,DATE,True,Synthetic incorporation date attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,24,national_id_hash,VARCHAR(100),True,Synthetic national id hash attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,25,tax_id_hash,VARCHAR(100),True,Synthetic tax id hash attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,26,customer_segment_code,VARCHAR(50),True,Synthetic customer segment code attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,27,customer_subsegment_code,VARCHAR(50),True,Synthetic customer subsegment code attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,28,relationship_manager_id,VARCHAR(100),True,Synthetic relationship manager id attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,29,residence_country_code,VARCHAR(50),True,Synthetic residence country code attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,30,tax_residency_country_code,VARCHAR(50),True,Synthetic tax residency country code attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,31,city_name,VARCHAR(200),True,Synthetic city name attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,32,postal_code,VARCHAR(50),True,Synthetic postal code attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,33,address_line_1,VARCHAR(120),True,Synthetic address line 1 attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,34,address_line_2,VARCHAR(120),True,Synthetic address line 2 attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,35,email_hash,VARCHAR(100),True,Synthetic email hash attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,36,phone_hash,VARCHAR(100),True,Synthetic phone hash attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,37,occupation_code,VARCHAR(50),True,Synthetic occupation code attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,38,industry_code,VARCHAR(50),True,Synthetic industry code attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,39,employer_name,VARCHAR(200),True,Synthetic employer name attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,40,kyc_status_code,VARCHAR(50),True,Synthetic kyc status code attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,41,kyc_review_date,DATE,True,Synthetic kyc review date attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,42,pep_status_code,VARCHAR(50),True,Synthetic pep status code attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,43,sanctions_status_code,VARCHAR(50),True,Synthetic sanctions status code attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,44,risk_band_code,VARCHAR(50),True,Synthetic risk band code attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,45,onboarding_date,DATE,True,Synthetic onboarding date attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,46,closure_date,DATE,True,Synthetic closure date attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,47,preferred_language_code,VARCHAR(50),True,Synthetic preferred language code attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,48,preferred_contact_channel_code,VARCHAR(50),True,Synthetic preferred contact channel code attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,49,marketing_consent_flag,BOOLEAN,True,Synthetic marketing consent flag attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,50,privacy_consent_flag,BOOLEAN,True,Synthetic privacy consent flag attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,51,household_size_count,BIGINT,True,Synthetic household size count attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,52,annual_income_amount,"NUMERIC(20,4)",True,Synthetic annual income amount attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,53,estimated_assets_amount,"NUMERIC(20,4)",True,Synthetic estimated assets amount attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,54,source_of_wealth_code,VARCHAR(50),True,Synthetic source of wealth code attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,55,customer_since_date,DATE,True,Synthetic customer since date attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,56,deceased_flag,BOOLEAN,True,Synthetic deceased flag attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,57,vulnerability_code,VARCHAR(50),True,Synthetic vulnerability code attribute for party.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,58,party_classification_code,VARCHAR(50),True,Synthetic party classification code.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,59,party_status_code,VARCHAR(50),True,Synthetic party status code.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,60,party_risk_band_code,VARCHAR(50),True,Synthetic party risk band code.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,61,party_segment_code,VARCHAR(50),True,Synthetic party segment code.,synthetic_extension,False
bank_dwh,dim_party,dimension,conformed,62,party_family_code,VARCHAR(50),True,Synthetic party family code.,synthetic_extension,False
bank_dwh,dim_account,dimension,conformed,1,account_key,BIGINT,False,Synthetic surrogate key for dim_account.,structural,True
bank_dwh,dim_account,dimension,conformed,2,business_id,VARCHAR(100),False,Business id for this account member.,structural,False
